"authority","source","ownerTo","destination","label","label (right)","symbol","Sum(uiAmount)","Sum(amount)"
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","4YMb6fuhcoS6V8xv65p2m5dw9FVvmdo5ZvCxyTHJFupf",,,"USDT",90.392922,90392922
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","4ZZoZzQRo3ofjtPsezRU7TKZZDDYoEBaqKKeUk83Fy9B",,,"USDT",95,95000000
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","4rS3VqPRZPbpcszoS956hCGg9xf9WJE4ykURgF2vJLGQ",,,"USDT",13560.844475,13560844475
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","5Ksz9szznDCt8t7rD8JUWbVwCZhiPmr3KrTRcSbUAXxE",,,"USDT",8.593375,8593375
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","5VYorzZCein8CvvJUNJdWSs93kzWDaHUuU4aKpZeuX4M",,,"USDT",599.776883,599776883
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","5qFpSmmM93Tn3MscBWmX6rCoYXhUYoGZmDcCmzLNWrtK",,,"USDT",96.837549,96837549
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","68r3ojTpFdSuDcXd7mYMK2nCmzNR78H36XjgDP8e5roA",,,"USDT",143.323181,143323181
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","6P6suct5VVN2S8DvSs5acs1fbs2n4jGqX5ivRH8hyrZF",,,"USDT",98.678342,98678342
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","6XTXe4fbTtfFv6jPQi4uVezBv9PPtvTV6MJduap46UeK",,,"USDT",585.292298,585292298
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","6t8xD1aACu9qzUq4qBUFZ2HUn9dHMLfDjNc1S1ZX7z6P",,,"USDT",74.641756,74641756
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","6uWsRicu1U6xi7ftZctjXJPzH354c3HK9Bjh4hjcdapn",,,"USDT",20523.797594,20523797594
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","746bqFyXwSQWF8o1VXXfXZ31VUfSgW4GLHVG2HNwnvJk",,,"USDT",76.660493,76660493
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","7J3q5sdnYvMRj8e1pmDchouTJtrUvVqJMggE2bMKjGLE",,,"USDT",2144.690218,2144690218
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","7T6cYuxMHU3pSNJaJhCt8XA2nSX1nHJzGcLa6yiRukG2",,,"USDT",7.684793,7684793
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","87BRykqF88kQ81rzpnTLDZ9gb8AZ3sQTyoeyzEECiRrh",,,"USDT",6.203185,6203185
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","8A83J5WN9m9fEeNxv3JLK5dGTXGoFCsPbWMFbTkTfFVi",,,"USDT",3.694858,3694858
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","8BRHAshBvHFCBgD553JDTNmRwMhKVQYv5DncG3WhZQm4",,,"USDT",1959.988211,1959988211
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","8Kyh2qSZQy5PY4VJuE9fuBH9DcjTb15nim9hkiRZpDWp",,,"USDT",19.255485,19255485
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","8e7NK8FNv9rF1eni7ErZNcTjSraYGKs6iboTx2PubnuX",,,"USDT",32.167333,32167333
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","9Gxen1UPhZip3sUUnmpUmpcByJyKjydaSqQBi1gSw56b",,,"USDT",493.57443,493574430
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","9uZ95R1iJgW9QwFT86davRQJgAzVKpqX7WMdHPCf7aRA",,,"USDT",130.052163,130052163
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","AGEoLti32UPjoT9enfC7MEpuM8Q4uYFaZ7i1hBGphdfp",,,"USDT",75.857828,75857828
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","AGdunwDCHMzD35N7UWoBQ9SrTcS43xWKau9w3LzSux8w",,,"USDT",7017.710291,7017710291
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","APriDh3719qB5ZB1hBJsVuURjAKZBFdmAHc4QbjbcEb8",,,"USDT",25,25000000
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","ARCjdBWvCN622BiZ5uvWn7V6QyFBvBY8XpuiyCSXwxAB",,,"USDT",100,100000000
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","BAmuN7panUXviWCbotp49kM2E6TamSw7ZYJM52b375LV",,,"USDT",1.778373,1778373
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","BGrWaSpUM4Ucv9LP33LbcGZ9LmhGhxi4AxhPjMcxqdc9",,,"USDT",9.341674,9341674
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","BsFcd5x2x1UgnX6HuQ7afLhfL7zURPdqxXCCt6xaFcTw",,,"USDT",200.4864,200486400
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","BwgpKZwBkJiK94Dn31Xfi7QB2cthSjh42puSCM2VF6f3",,,"USDT",709.699901,709699901
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","CB7mnS9ef9Diqf7FVcBx3wRVJZTeJrSeMznWAE21WLVP",,,"USDT",62.583176,62583176
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","CDHaZX2porUWkyXQJQK4JKUea1YjU2PjrDS3BzbN6aNQ",,,"USDT",5.381443,5381443
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","DKejCdvoyVjaVNmjzjSjQxNdveHn83rUsHPadPKhJUu4",,,"USDT",18.501052,18501052
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","DVCPg8jyRKfV7eSnuK5xiK5w71HcyqHmMhw6d3YqUewK",,,"USDT",12.663509,12663509
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","Da1vZVC1DYeVEay2d1GZTAuDp4AXPY7t1yyts2avTGGd",,,"USDT",18.605925,18605925
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","EH7Uv1G1XqkvJPkMj8r7YX6axJ1mDuURbDnXN7tx5ksu",,,"USDT",200,200000000
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","Eco4NQzFrGjBEzabcb1uhwN6JFZyVgYmfF3ZgrYf32fQ",,,"USDT",93.528423,93528423
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","EjVKhvncttBszrADpfJTpiLrbNDS6zGEAPpUZGsrsDo3",,,"USDT",76.996335,76996335
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","ErZpFiWbuiyT6XhEYt4ks7uc95rBCRcdL8hpeQVBYVg8",,,"USDT",4.466836,4466836
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","F8siyXfk3gRMsrQUBYnZeueUGRuWaesoAx8XvtNYd2WV",,,"USDT",114.246314,114246314
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","FFwtaxSTczwUTH5ghsQPAJY2ToqEv8VtYKFL6RGLAUXb",,,"USDT",33.825663,33825663
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","FNbMRKgaoyB1zagSU4eLspmb3AT1W2fMxLzHDsfnhAen",,,"USDT",3703.864711,3703864711
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","FWKK5gx1ekGvnK3mnfSDEuPZeiBzVT8HGVXzVGY34vXw",,,"USDT",6.517297,6517297
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","FqfwUvqMyzSVmZLPXsTqNxQVAEkRyNCtkofbYGBVAc5Q",,,"USDT",16.897632,16897632
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","GgkNUu98UCZib4JHb9UEmvkFBz7JqRjJCpeNBUhMYkad",,,"USDT",38.920874,38920874
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","H2H6ZxhhgM3LHbfTFSGbC3pFhEywENnr2MNFB4E6e3BB",,,"USDT",2500,2500000000
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","HRfG5nKv1WHQbDFHcH3GnVSESBdF3Tk4t23u9An7DjkB",,,"USDT",31.098902,31098902
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","HWgYVkd5iHhRW1rQ3YNWfcBep37dVBkumrYzgJb3sAgr",,,"USDT",3693.363344,3693363344
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","Hn8JwuCzHoTmL36NfRK5cDvBumo5Y1UirDEUDtezvgZN",,,"USDT",773.071662,773071662
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","XNcC8fLcEtNtPhYjpbEspG5BbWeo5jcEg7TNEatJR1N",,,"USDT",26624.351415,26624351415
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","0","bL24AKu7eoTH6hfQaLvvLVhS22gRxfM4hmeyX42Vidk",,,"USDT",747.523514,747523514
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","279pc6xQgjmSyH2nwvWaPFrTwMU2t1PUuXkmvt5NuFfs","7wwJUYsKbuSq7ZyjuPQEYajJEtguZ4hbCuZUMehcqfLW",,,"USDT",1550.571525,1550571525
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","2df8dyYmQw3KyjUxF2xrhWjPuuArRJfFjYNyvykX9VVG","7nG2gGc3BC72jeWDi5m76tzS21JQTfx25WC9sybZstAc",,,"USDT",645.610386,645610386
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","37wtoByZbLfWEkTPCnBLVjLixhknELWvj8jeHS4SR2nv","6r1ksvGqBmeSVZeyPqKvAReo6mVFJgBriEbk8sh8zADD",,,"USDT",300.038179,300038179
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","38R9VENPLZvAi95N9paRudQeJEXTmrPoEAVZw22peWZD","HbM4EuxGTF1hp4JKZ55yW7tXJfM1w5X91HsksD2PzHoX",,,"USDT",23.438866,23438866
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","3GjXScNCtYLTcyTS2BiG8dhw4eeKi79NPA5MbaPiFuDo","CHwrAJ3RpqgDH8bcAQ3zEkX1UdLFtefHRwfHtwCEXaTD",,,"USDT",19983.080965,19983080965
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","3MKkzHF5rrmey5v8hgAkzpz5nEPsmhnCXV9WDK9eRP2d","7QUnQqo5SrwULecgpjdh3giZmSQtnF8r87rMTaooNfLY",,,"USDT",690.991463,690991463
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","3PaD1LnXYfBsAchy1CCjiRJjVm3rXQjCroMcqHN6kZZh","FhyF1STa64LhfzJS4jaSoY5ihqkeVXMc3JLevvFx18DF",,,"USDT",2.225866,2225866
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","3cv3pyQx2mprYyJ6pLdFEBe8oypCVQExH7dE1JJDY6tN","6mngGtKxTsvnQ7vnUE8coZyZm9rSHKZgq6y98SgiUFaV",,,"USDT",187.263453,187263453
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","3mqQXiwQWUCv8b8bzDEYKK63srNNdGVP2F8xLhZR6now","9uZ95R1iJgW9QwFT86davRQJgAzVKpqX7WMdHPCf7aRA",,,"USDT",37.682344,37682344
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","3pJLc7rvmcwFSac8x3vLdP8Q3gN7rFctXRYmKdTvR6Si","TzUzB76gvd6J2M6tZhBiimGXvmMQXLUbXgfFCUCf5tU",,,"USDT",29.031802,29031802
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","4WjCjjsUEn8Ehn4TGU3CMEQzZhcDL14ywTnQXws1rqv4","ADaKFz7Na91iu6JwYWXiU2Ny1HZSQpXC4eovK9QdKLn8",,,"USDT",147.983845,147983845
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","4b4KZC731tJBtivicTLhKAj2gWjTnAMGLN48Tb1YSMVs","FR3Z8smTNk1137haqzDFdL385Bw4obu5FcRvNpv3yu4f",,,"USDT",4627.707280000001,4627707280
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","4kBtnZumN46yTcuempf3ENmuFLwth6xT3BAigxw7Mrpv","65bNaYty92TfP6KXUesWYvghRQZdg175ZzNWcxbbHoTG",,,"USDT",6634.276895,6634276895
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","4v6NgUU2TWKCeyeoDjQvEmjqmeF6Q5a64K2yE516rCDw","4FTvMb29xxTmqTZpU5DBUnThdwGT2SXVZMHLtmA1eNC9",,,"USDT",78.253343,78253343
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","5yyDATT89FnUFEwpxfdwAjK4Vmi34Z6z6YTiU18nPQYd","AZBkjqWGPoma8AQayX38rwWuGcSehfFSEwCvsM9wh3pb",,,"USDT",5.034656,5034656
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","63Z2rmR6txuZytKNoRa52yijRubNexNTTh8wcA9bbaPx","zyfVx8vCwXmtVt6A7LKcASmDA9GFR4AV85uXhxS1tSJ",,,"USDT",188.622628,188622628
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","65EN2huHGbvJniimuZJ8dhCC2oyXapVhuFwNLaTpjPoW","GgkNUu98UCZib4JHb9UEmvkFBz7JqRjJCpeNBUhMYkad",,,"USDT",3912.242918,3912242918
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","6B2KpVkoy9toAeaMpnGCNF3GuFYZrQZEqthpH3VKmG4G","FWKK5gx1ekGvnK3mnfSDEuPZeiBzVT8HGVXzVGY34vXw",,,"USDT",112.592782,112592782
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","6NeEcXADTxhGiaQVCrpErGcPshEk448KPsq6BbvkbXb9","BHzt3Pj1vkjZP9m8p1tMaE47e9DEL2KKBDBqMyCAS3iN",,,"USDT",2812.2427580000003,2812242758
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","6WJCAGKkbURFpaesMGT5pRkQUVCv47qqWDmEqoPLyZe6","6zsZfv4g5zbGyVAuYrpy7Kc7gd87qMjN3kRpm19GYM6x",,,"USDT",4993.023892,4993023892
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","6rSiDHTym3qrmEPKaoeUBjojWJoacc6WUyU7pBEHws9G","4rS3VqPRZPbpcszoS956hCGg9xf9WJE4ykURgF2vJLGQ",,,"USDT",26786.08693,26786086930
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","6ypp4qGALP4iBXnNT6exjodeV52T7ktfzLWv5vSAyQuW","BRvu5FbZo91FtWBkfdcUL4L2Fc9ogNKuej52SEnnsqiG",,,"USDT",14167.235340000001,14167235340
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","71xsQvKnWVBupmEKeBxSSpjM7wnZ2G4VepGUgMkAyXDE","AKPjrMDf8gvTZMGD8wu7XjDxmmCW9BJaFVLwmcB7eDtZ",,,"USDT",140.024459,140024459
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","7TQ6SjnAYyPFHVhDstigxo3ddhtMfL5iq8XLygcnSmHq","4T6wTqT9T1fkiFdfNc8TPLEFCSHQ7wCnct5dJwtRnSZE",,,"USDT",957.53066,957530660
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","7a67DY8iJxxd7kUv6UJFQNogTkU2JPJNQ1AMoqXAvLys","FheYyGZqGmgWfRoccEWXiVmV9URYVbU44r2vUCzg7GAx",,,"USDT",77.234835,77234835
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","7kaS7r7hCubL49nrJN7qgJTXtq2KbGgtPT2iWBWh9LnV","FRuyD6hNrj3Mto44JHKYAC94n3t25xX2oEwwH7N9hhMz",,,"USDT",364.718105,364718105
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","84zcM7AsSCnNMYz5Dafsa4brKKk5cFWKCufF1AHz5hB4","72jqDXmipGiEXJmJPs7mQLiMRrujHK3jgJvPbKxJA3AV",,,"USDT",151.406192,151406192
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","898z53KfCwEms8Egdz1nCu3w8rdBWAx2m7vicTz96xzz","DmZ5Vrbbs9YQFd7e2eMKrxLe8hXe3wHohTvyDhcEzK2U",,,"USDT",339.15528800000004,339155288
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","8EGJBqvqFLpHZyC7H11A748frjt6BPNqq68PLJB5sUvW","5Ypi1diPYLWgWcsNfuiqevMLusbssfsxrSp2CYRmxMtq",,,"USDT",2370,2370000000
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","8Za49Tdg1NBvbVTHp1XyigTqGEKXFtkg9mgVybBBMtqk","FRQNbAbHpgX1FVwUZ1VxHeJot5nSXtTH8teEDvE8uLp6",,,"USDT",208.50705,208507050
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","8cfDsPcCHYq4qRD9skTo3rrD5w8Se4Rt3t2W9mxktKvT","CcwyHWBjHUD1GFiR1U1stNeaeJ9PyL5hzgJ55FQR3k6J",,,"USDT",6.387031,6387031
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","8qWLGk3FNpxh3H4AMfW1Tvo3xwzCxvswc1bGFsstpWno","CUTtUtSyAX7AVLpEJAm1zJjJU2qYogwuYpM8FgZ4G7hB",,,"USDT",88.450292,88450292
"2jwP4cuugAAYiGMjVuqvwaRS2Axe6H6GvXv3PxMPQNeC","LQUhQpZd3rgwPj8WRcEsXpayLCA4Zf2R8KpB6U3V3vc","998SLTxYQvT4szprFKCac7G68TcDX8cB1jWs1RJGXqCQ","CCKxNDFbm529EXgsHZExhNv4CEVBgaVe8v98WyD2b4Zm",,,"USDT",273.832287,273832287
