type,signature,slot,timestamp,index,mint,fromUserAccount,fromTokenAccount,toUserAccount,toTokenAccount,tokenAmount
UNKNOWN,32pWxQkFKMtbKKfGnJcKs8R6gDyL9KnrYxPyWnkUPV36S9kHEBg6LyKmCCCZAGqPBKJJcx895QgzodPUcD5VQPGv,167212096,1671194122,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,FcG8WYNNUS7EyhLZmnfRmK6vMtGqYXbWDo3QKBdmXSpS,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,3254.305781
UNKNOWN,32rzZBMJxkUPnY9wYLzu52EriWpsXZeL13EyPFWN4vGUQbqzqApcruisc3TqBtNzhHTYQYeVXHYRysVPuo6tfLtA,167204026,1671190571,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,483.567395709
UNKNOWN,32rzZBMJxkUPnY9wYLzu52EriWpsXZeL13EyPFWN4vGUQbqzqApcruisc3TqBtNzhHTYQYeVXHYRysVPuo6tfLtA,167204026,1671190571,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,6500.228551
UNKNOWN,33ud6YE4xRmkKpdypV7oU2jNL4e3kLrZjHtdtBaSkt6XZU1FxTnRbwXpzvGmd1Ek8dsCch3HfideMQLy19foNGcJ,167213066,1671194555,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,325.812617547
UNKNOWN,33ud6YE4xRmkKpdypV7oU2jNL4e3kLrZjHtdtBaSkt6XZU1FxTnRbwXpzvGmd1Ek8dsCch3HfideMQLy19foNGcJ,167213066,1671194555,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,4376.635
UNKNOWN,33X2nbLprYmJGw8tNVtguVbMwmnT4uf28oaVPPk6zY7XHgZ3z3JwVfw2scAQWLoewtx7sEzUKB8Mx9DM66KPVTey,167217072,1671196357,0,UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,3Dtb2kDA3pJkUrULXmQa8qn1RkmgnEM4eo2nf6Uuq3K3,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2Y2BqeWQJ6Ak1Tjohiak3zPjpJGFuCVf1R528Teejp6x,386221.712199004
UNKNOWN,33X2nbLprYmJGw8tNVtguVbMwmnT4uf28oaVPPk6zY7XHgZ3z3JwVfw2scAQWLoewtx7sEzUKB8Mx9DM66KPVTey,167217072,1671196357,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,Gh2YaVC1sjzZQMixnHNXDin6awBAV6p2D5zY8STMu4p4,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,2261.444629
UNKNOWN,34MEpd3euoysVVdCeGN6MCJGNQrPgmpBfHhPheeA1YDBGwFr3MFN38hn94RsZRrd4am5AaQR88StQaYKVsJD3bTn,167218175,1671196852,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,7XFMgfxhDURuaPwhUkXAy6uQJCoC3HPpjiZBqcot57Ge,4DPCj6Z1DsG6HUtwSogBGqXEUxdEV5a8YVrrFtcnz7UW,83294.326673
UNKNOWN,34MEpd3euoysVVdCeGN6MCJGNQrPgmpBfHhPheeA1YDBGwFr3MFN38hn94RsZRrd4am5AaQR88StQaYKVsJD3bTn,167218175,1671196852,1,A9mUU4qviSctJVPJdBJWkb28deg915LYJKrzQ19ji3FM,7XFMgfxhDURuaPwhUkXAy6uQJCoC3HPpjiZBqcot57Ge,3YB7hfpBdbQEuZqLGWVDpRPmeZWCUsrrWyqGXegnQ6Cg,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,5PH1mLKaGVDQFUAdV94atjRzUriBpitDBrTyZcw7nsR2,83285.541168
UNKNOWN,35cK2JsizeCf5UpxfUEZY1d2LvMKZf672yW3Gs5siGDUk9VU9T4QNYCkR4QPdS8BbjrZmJizUTsqMKMYV79d5R2G,167212238,1671194185,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,337.213107134
UNKNOWN,35cK2JsizeCf5UpxfUEZY1d2LvMKZf672yW3Gs5siGDUk9VU9T4QNYCkR4QPdS8BbjrZmJizUTsqMKMYV79d5R2G,167212238,1671194185,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,4519.781904
UNKNOWN,35Rhh2Sm836kCzNtGzEfoCJ6ifEY8bUfjiySawaSSJ3iyihivz9nP1Y6Njdnq4YiL5PvNSMxFUC2CX2SsdzEupyh,167216068,1671195902,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,271.797700689
UNKNOWN,35Rhh2Sm836kCzNtGzEfoCJ6ifEY8bUfjiySawaSSJ3iyihivz9nP1Y6Njdnq4YiL5PvNSMxFUC2CX2SsdzEupyh,167216068,1671195902,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,3636.862041
UNKNOWN,35u9grdD9UAvNS5HZpefihF9TbMz6hPnf3vWryWrZDMHmNinUkXQGkKgZfjCGZhD4TFcLzevwQkjsgkgCgzucz2z,167209016,1671192763,0,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DVWRhoXKCoRbvC5QUeTECRNyUSU1gwUM48dBMDSZ88U,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,EZW27SR1wiWoZPXo4sg4gkD4WXoGkMbirp5nBCivAyZc,1.24587536
UNKNOWN,35u9grdD9UAvNS5HZpefihF9TbMz6hPnf3vWryWrZDMHmNinUkXQGkKgZfjCGZhD4TFcLzevwQkjsgkgCgzucz2z,167209016,1671192763,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HftKFJJcUTu6xYcS75cDkm3y8HEkGgutcbGsdREDWdMr,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,1674.093618
UNKNOWN,36AjHKGMbDxE17a8L44JA1KNaHSJc9GDei12NFKEXFuu5eSerRMH7sTDZhgsnMyxG66osbEaBbCjTkXigM3MUDYM,167218881,1671197165,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,7XFMgfxhDURuaPwhUkXAy6uQJCoC3HPpjiZBqcot57Ge,4DPCj6Z1DsG6HUtwSogBGqXEUxdEV5a8YVrrFtcnz7UW,45443.323746
UNKNOWN,36AjHKGMbDxE17a8L44JA1KNaHSJc9GDei12NFKEXFuu5eSerRMH7sTDZhgsnMyxG66osbEaBbCjTkXigM3MUDYM,167218881,1671197165,1,A9mUU4qviSctJVPJdBJWkb28deg915LYJKrzQ19ji3FM,7XFMgfxhDURuaPwhUkXAy6uQJCoC3HPpjiZBqcot57Ge,3YB7hfpBdbQEuZqLGWVDpRPmeZWCUsrrWyqGXegnQ6Cg,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,5PH1mLKaGVDQFUAdV94atjRzUriBpitDBrTyZcw7nsR2,45437.973461
UNKNOWN,36B23HdjRFarwkmMCTMcUVvZPRfsyCmtUcZTAvtZC2rDqqqabbiPXEVd3XdW7PRQ5iiGnfcMktWDgdxc6QLFcHrz,167216828,1671196249,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,7XFMgfxhDURuaPwhUkXAy6uQJCoC3HPpjiZBqcot57Ge,4DPCj6Z1DsG6HUtwSogBGqXEUxdEV5a8YVrrFtcnz7UW,85056.491399
UNKNOWN,36B23HdjRFarwkmMCTMcUVvZPRfsyCmtUcZTAvtZC2rDqqqabbiPXEVd3XdW7PRQ5iiGnfcMktWDgdxc6QLFcHrz,167216828,1671196249,1,A9mUU4qviSctJVPJdBJWkb28deg915LYJKrzQ19ji3FM,7XFMgfxhDURuaPwhUkXAy6uQJCoC3HPpjiZBqcot57Ge,3YB7hfpBdbQEuZqLGWVDpRPmeZWCUsrrWyqGXegnQ6Cg,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,5PH1mLKaGVDQFUAdV94atjRzUriBpitDBrTyZcw7nsR2,85049.802376
UNKNOWN,36D53KHuCgTxMfu7uewq9B1xztA2NDR4bywLMtw1WsiNMVzszuU4HzHDaMXcSEzNRpjpN2kLZpE62UbpED2NTw9V,167221721,1671198462,0,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLHKFGKj7SrVJMCQjpEvArNoAx8QzSUb384tLN9WLhSH,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,3GvWJyZac74HvCtYRTR7sgknqhN8xe3gUsoWQ4wQWMQR,162314.068408113
UNKNOWN,36D53KHuCgTxMfu7uewq9B1xztA2NDR4bywLMtw1WsiNMVzszuU4HzHDaMXcSEzNRpjpN2kLZpE62UbpED2NTw9V,167221721,1671198462,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,FcG8WYNNUS7EyhLZmnfRmK6vMtGqYXbWDo3QKBdmXSpS,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,2764.481386
UNKNOWN,373Kic1qiDAbrPTvrmw44TC9LEYighDt1qFiejtBdQzXMgfGTNhDW7KTEGGc9BsRRKYbKVuLfEVjnhVFBbz3iNeF,167216757,1671196213,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,876Z9waBygfzUrwwKFfnRcc7cfY4EQf6Kz1w7GRgbVYW,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,56.121518778
UNKNOWN,373Kic1qiDAbrPTvrmw44TC9LEYighDt1qFiejtBdQzXMgfGTNhDW7KTEGGc9BsRRKYbKVuLfEVjnhVFBbz3iNeF,167216757,1671196213,1,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,CB86HtaqpXbNWbq67L18y5x2RhqoJ6smb7xHUcyWdQAQ,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,6DNWLtUSpc55PmLefUo5CHYoq89Ujd1N2sGjvMDGrVDV,752.880203
UNKNOWN,37E8X3SSBEu2K4nNWxpQGKwtYJ5dXWfp6snjjuH85pBbCcHkz7kpPwF3hpt8Fer6vSUjU8HFPnbDv7QY9Vt8WyKz,167213464,1671194731,0,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLHKFGKj7SrVJMCQjpEvArNoAx8QzSUb384tLN9WLhSH,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,3GvWJyZac74HvCtYRTR7sgknqhN8xe3gUsoWQ4wQWMQR,189401.351813913
UNKNOWN,37E8X3SSBEu2K4nNWxpQGKwtYJ5dXWfp6snjjuH85pBbCcHkz7kpPwF3hpt8Fer6vSUjU8HFPnbDv7QY9Vt8WyKz,167213464,1671194731,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,FcG8WYNNUS7EyhLZmnfRmK6vMtGqYXbWDo3QKBdmXSpS,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,3254.305781
UNKNOWN,37iCB4cXvVmUCMZfmKR8Jnsa2gnxE99Pm8JmgV87QFkZxVMzbuLf4sYi2U163LHC53W3FvnDPNsyrFcZJnjNb49q,167202467,1671189866,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,504.342475108
UNKNOWN,37iCB4cXvVmUCMZfmKR8Jnsa2gnxE99Pm8JmgV87QFkZxVMzbuLf4sYi2U163LHC53W3FvnDPNsyrFcZJnjNb49q,167202467,1671189866,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,6758.845902
UNKNOWN,37jtNjgYHEoKYcsY9hsCwpid84TKgTjDY8N4rgdrnDobgB5zEidtUtoR2TXYWRW7RxsQd5dNBKKPeAiqbA1CuJxc,167205073,1671191029,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,465.438239792
UNKNOWN,37jtNjgYHEoKYcsY9hsCwpid84TKgTjDY8N4rgdrnDobgB5zEidtUtoR2TXYWRW7RxsQd5dNBKKPeAiqbA1CuJxc,167205073,1671191029,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,6273.399995
UNKNOWN,388Qz8ApApWescaztSZ5Li28dSLvacYZB4XbcTsfPpDBNyv5WcPBwLSz95X6AqBEEjSSYrU3oonoTMxxNiGKgMuQ,167202740,1671189988,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,502.394295522
UNKNOWN,388Qz8ApApWescaztSZ5Li28dSLvacYZB4XbcTsfPpDBNyv5WcPBwLSz95X6AqBEEjSSYrU3oonoTMxxNiGKgMuQ,167202740,1671189988,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,6731.641876
UNKNOWN,38N9SM7HUeyb7EqumKSfkbnYL9p5yysAbqfvPqgEvkEGsFCv3xGzDV62ttH6A96YcGTeMuWk6SVV2Ldrx7WAByXN,167214372,1671195146,0,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DD6oh3HRCvMzqHkGeUW3za4pLgWNPJdV6aNYW3gVjXXi,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2XtgV78kj8qqmpftcq6SFCYJNBzJmNE3KuuHtDFqepWc,61.571100014
UNKNOWN,38N9SM7HUeyb7EqumKSfkbnYL9p5yysAbqfvPqgEvkEGsFCv3xGzDV62ttH6A96YcGTeMuWk6SVV2Ldrx7WAByXN,167214372,1671195146,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,6KR4qkJN91LGko2gdizheri8LMtCwsJrhtsQt6QPwCi5,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,888.930111
UNKNOWN,38TVxvkJbdLPDw1HVxok5xaSJmd5dRougvBiKSTN7oGXFyWxBBzcKEWh7mg5UhiutBcUKebufm9J4qrrpy6wh6PX,167222730,1671198911,0,zebeczgi5fSEtbpfQKVZKCJ3WgYXxjkMUkNNx7fLKAF,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLHKFGKj7SrVJMCQjpEvArNoAx8QzSUb384tLN9WLhSH,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,3GvWJyZac74HvCtYRTR7sgknqhN8xe3gUsoWQ4wQWMQR,162314.068408113
UNKNOWN,38TVxvkJbdLPDw1HVxok5xaSJmd5dRougvBiKSTN7oGXFyWxBBzcKEWh7mg5UhiutBcUKebufm9J4qrrpy6wh6PX,167222730,1671198911,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,FcG8WYNNUS7EyhLZmnfRmK6vMtGqYXbWDo3QKBdmXSpS,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,2764.481386
UNKNOWN,38vtk5eEF9osQS7bMwH6ya9Wqkvit1MPrstHYeGaEfE5taYWAv1yGc5yWYDpcSspHt3MFCRkegWs1fSxR4vZv2D3,167219436,1671197416,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,227.333345254
UNKNOWN,38vtk5eEF9osQS7bMwH6ya9Wqkvit1MPrstHYeGaEfE5taYWAv1yGc5yWYDpcSspHt3MFCRkegWs1fSxR4vZv2D3,167219436,1671197416,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,3036.827691
UNKNOWN,39APHrEPR4enPVVdVnroVhXozMUhu3fMVkhXsvJJxPzT6EWDGceizcRPaDRrRjZPggP9wmgnFKvXUB6wU6yioayq,167222361,1671198747,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,190.968123392
UNKNOWN,39APHrEPR4enPVVdVnroVhXozMUhu3fMVkhXsvJJxPzT6EWDGceizcRPaDRrRjZPggP9wmgnFKvXUB6wU6yioayq,167222361,1671198747,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,2531.597538
UNKNOWN,39NcAzHRs1HyU5xSntuR4Rb5wZJ9iW6S9meabx2zyxoPULdj1wAqrXiwP4Qp6Z6dSRB4zjvAYmMbkuwSTeqRbpBX,167211791,1671193988,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,349.171049987
UNKNOWN,39NcAzHRs1HyU5xSntuR4Rb5wZJ9iW6S9meabx2zyxoPULdj1wAqrXiwP4Qp6Z6dSRB4zjvAYmMbkuwSTeqRbpBX,167211791,1671193988,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,4675.462105
UNKNOWN,39yUG8PJDH1QQ4qZtb8wCJKhjBwn7r8GPi8y6efRTytPFKUX9PubpXUa8XPMgtLyjrTrNcPjR2QNaVJ2BJN6CtVa,167225420,1671200168,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,193.50373358
UNKNOWN,39yUG8PJDH1QQ4qZtb8wCJKhjBwn7r8GPi8y6efRTytPFKUX9PubpXUa8XPMgtLyjrTrNcPjR2QNaVJ2BJN6CtVa,167225420,1671200168,1,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,HLmqeL62xR1QoZ1HKKbXRrdN1p3phKpxRMb2VVopvBBz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,2EonRVyLzLHpHp8mX7sU5HNPamEaSgSKwuDk4N5r9QcJ,2570.533074
UNKNOWN,3A4gFbPwwqX5wS4PDhK5LpfGmrh1Z98aB7TvKQt4hknvdCCpJHzECp57VYbDhYZpGDu8WiBS3MgU2VGecUimhPY7,167223460,1671199258,0,So11111111111111111111111111111111111111112,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,DQyrAcCrDXQ7NeoqGgDCZwBvWDcYmFCjSb9JtteuvPpz,AgJddDJLt17nHyXDCpyGELxwsZZQPqfUsuwzoiqVGJwD,ARdLWiH5sztM3CWqu9PTyTbRqvb6MCVhZYzhC7vHHwPC,184.477950186
